stage_id,title,search_id,audit_lane,q1_class,q2_arch,q3_domain,decision_basis,flag_slm_title,flag_dom_title,priority,human_should_be,human_rationale
S10350,TernaryLLM: Ternarized Large Language Model,AX_q5,AX_q5_15pct,no,no,no,E4 large-model-only (no smaller variant deployed/compared),False,False,False,correct_OUT,"The paper focuses on ternarization of large language models, which does not align with the inclusion criteria for the review as it does not address small or edge language models, and it is not set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting."
S11697,MoM: Mixtures of Scenario-Aware Document Memories for Retrieval-Augmented Generation Systems,AX_q5,AX_q5_15pct,no,yes,no,E7 no disaster/emergency/crisis/conflict domain,False,True,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It discusses a framework for improving retrieval-augmented generation systems, which does not directly address the application of small or edge language models in disaster or conflict settings."
S12179,Breaking the Compression Ceiling: Data-Free Pipeline for Ultra-Efficient Delta Compression,AX_q5,AX_q5_15pct,no,no,no,E4 large-model-only (no smaller variant deployed/compared),False,False,False,correct_OUT,"The paper focuses on delta compression for efficient storage of fine-tuned models, which does not align with the disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis settings. It also does not involve any language models or other AI models in a disaster or conflict context."
S11193,Efficient Prompt Caching via Embedding Similarity,AX_q5,AX_q5_15pct,no,no,no,E4 large-model-only (no smaller variant deployed/compared),False,False,False,correct_OUT,"The paper focuses on improving the inference efficiency of large language models (LLMs) through prompt caching, which is not directly related to disaster, emergency response, conflict, or mass casualty settings. It does not meet the Axis C requirement."
S10353,NutePrune: Efficient Progressive Pruning with Numerous Teachers for Large Language Models,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on pruning and compressing large language models, which does not align with the inclusion criteria for the review as it does not address the use of small or edge language models in disaster, conflict, or emergency response settings."
S11410,Semantic Retention and Extreme Compression in LLMs: Can We Have Both?,AX_q5,AX_q5_15pct,no,no,no,E4 large-model-only (no smaller variant deployed/compared),False,False,False,correct_OUT,"The paper focuses on model compression techniques for LLMs, which does not align with the disaster, conflict, or emergency response setting required by the review. It also does not discuss any specific application of LLMs in such settings, and the model size is not relevant to the context of the review."
S11002,CoreQ: Learning-Free Mismatch Correction and Successive Rounding for Quantization,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on post-training quantization techniques for large language models, which does not align with the inclusion criteria for the review as it does not involve a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. Additionally, it does not discuss small or edge language models, but rather large models and quantization techniques."
S11184,"QuickSilver -- Speeding up LLM Inference through Dynamic Token Halting, KV Skipping, Contextual Token Fusion, and Adaptive Matryoshka Quantization",AX_q5,AX_q5_15pct,no,no,no,E4 large-model-only (no smaller variant deployed/compared),True,False,False,correct_OUT,"The paper focuses on optimizing inference speed and energy consumption of large language models, which does not align with the disaster, conflict, or emergency response setting. It also does not involve any small or edge language models, and the context is purely about software optimization and performance, not disaster guidance."
S11238,Efficient Test-Time Scaling via Self-Calibration,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on improving the efficiency of test-time scaling in LLMs through self-calibration, but it does not address any disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It is purely about software and model optimization without direct application to a crisis scenario."
S11790,Diffusion LLMs Can Do Faster-Than-AR Inference via Discrete Diffusion Forcing,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on improving the inference speed of diffusion large language models (dLLMs) without being set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It does not meet the critical mandatory rule for Axis C."
S10980,"AQUA-LLM: Evaluating Accuracy, Quantization, and Adversarial Robustness Trade-offs in LLMs for Cybersecurity Question Answering",AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on cybersecurity question answering, which does not align with the disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis settings required by the review. Additionally, it does not involve a small or edge language model for offline emergency guidance."
S11401,Cross-lingual Transfer for Automatic Question Generation by Learning Interrogative Structures in Target Languages,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on automatic question generation for various languages, which does not align with the disaster, emergency response, or conflict settings required by the review. It also does not involve the use of small or edge language models for offline guidance, making it off-topic."
S11661,Uncensored Open-weight Models: Redistribution as the Persistence Layer,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict setting. It discusses the ecosystem of uncensored open-weight AI models and their redistribution, which is not aligned with the review's focus on small and edge language models for offline emergency guidance in disaster and conflict settings."
S11251,SLED: A Speculative LLM Decoding Framework for Efficient Edge Serving,AX_q5,AX_q5_15pct,yes,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on improving the efficiency of large language models for edge devices, which does not align with the disaster, conflict, or emergency response setting required by Axis C. Additionally, it does not discuss any small or edge language models, thus failing Axis A."
S10779,BitSkip: An Empirical Analysis of Quantization and Early Exit Composition in Transformers,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on the technical aspects of quantization and early exit in language models, without any application to disaster, conflict, or emergency response settings. It does not meet the Axis C requirement."
S10581,Hybrid Policy Distillation for LLMs,AX_q5,AX_q5_15pct,no,no,no,E4 large-model-only (no smaller variant deployed/compared),True,False,False,correct_OUT,"The paper focuses on knowledge distillation techniques for large language models, which does not align with the disaster, conflict, or emergency response setting required by the review. It also does not involve small or edge language models, and the context is purely theoretical without any application to disaster or conflict scenarios."
S10991,Leech Lattice Vector Quantization for Efficient LLM Compression,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on model compression techniques for large language models (LLMs) and does not address any disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It is also not directly related to the use of small or edge LLMs for offline emergency guidance."
S12236,SGFormer++: Semantic Graph Transformer for Incremental 3D Scene Graph Generation,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on 3D scene graph generation using a Semantic Graph Transformer, which does not align with the disaster, conflict, or emergency response settings required by the review. Additionally, while it mentions the use of large language models (LLMs) for semantic injection, the primary focus is on 3D scene processing, not on small or edge language models for offline emergency guidance."
S10737,KIVI: A Tuning-Free Asymmetric 2bit Quantization for KV Cache,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on quantization techniques for key-value caches in large language models, which does not address a disaster, emergency response, mass casualty, or civilian conflict setting. It is also not directly related to the use of small or edge language models for offline emergency guidance."
S11756,Non-vacuous Generalization Bounds for Reinforcement Learning with Verifiable Rewards,AX_q5,AX_q5_15pct,no,no,no,E4 large-model-only (no smaller variant deployed/compared),False,True,False,correct_OUT,"The paper focuses on reinforcement learning with verifiable rewards and generalization bounds for large language models, which does not align with the disaster, conflict, or emergency response settings required by the review. It also does not discuss small or edge language models, and thus fails both Axis A and Axis C."
S11060,OrchestraLLM: Efficient Orchestration of Language Models for Dialogue State Tracking,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on dialogue state tracking and does not mention any disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not discuss any small or edge language models for offline emergency guidance in disaster and conflict settings. The work is purely about computational efficiency and performance in dialogue state tracking tasks, which does not align with the review's inclusion criteria."
S11512,Programming Every Example: Lifting Pre-training Data Quality Like Experts at Scale,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on improving the quality of pre-training data using small language models, which does not align with the disaster, conflict, or emergency response setting required by the review. It also does not involve the use of LLMs in the context of the review's title."
S11703,Taming the Thinker: Conditional Entropy Shaping for Adaptive LLM Reasoning,AX_q5,AX_q5_15pct,no,no,no,E4 large-model-only (no smaller variant deployed/compared),False,False,False,correct_OUT,"The paper focuses on improving the reasoning capabilities of large language models through a technique called Conditional Entropy Shaping (CES). It does not address any disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. The work is purely theoretical and does not involve the use of small or edge language models in a relevant domain."
S11833,SLOT: Sample-specific Language Model Optimization at Test-time,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on optimizing language models for better performance on specific prompts but does not address any disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It is also not about a small or edge language model, but rather about optimizing a large language model. Therefore, it fails both Axis A and Axis C."
S11863,ProLaViT: Learning Progressive Latent Visual Thoughts in Structured Latent Space,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on multimodal large language models and their visual reasoning capabilities, which do not align with the disaster, conflict, or emergency response settings required by the review. Additionally, it does not discuss small or edge language models, making it off-topic."
S11826,FactGuard: Event-Centric and Commonsense-Guided Fake News Detection,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on fake news detection and does not address any disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis settings. It also does not involve small or edge language models for offline guidance."
S11690,Measuring What Makes You Unique: Difference-Aware User Modeling for Enhancing LLM Personalization,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,True,False,correct_OUT,"The paper focuses on personalizing LLMs for enhancing individual life experiences, which does not align with the disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis settings required by the review. It also does not involve small or edge language models, and it is not related to the specific application of LLMs in disaster or conflict settings."
S10078,Distilling Large Language Models for Efficient Clinical Information Extraction,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on the clinical application of distilled large language models for efficient clinical information extraction, which does not align with the disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis settings required by the review. It also does not involve small or edge language models, but rather large models and their distillation."
S11721,RefineStat: Efficient Exploration for Probabilistic Program Synthesis,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on probabilistic programming and debugging strategies, which are not directly related to disaster, emergency response, or conflict settings. It also does not involve small or edge language models in a disaster or conflict context."
S10083,Evaluating Quantized Large Language Models,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on quantization techniques for large language models, which does not meet the requirement of being centrally set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not involve small or edge language models, and it is not related to the offline emergency guidance in disaster and conflict settings."
S11068,LLM-MRD: LLM-Guided Multi-View Reasoning Distillation for Fake News Detection,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on fake news detection, which does not fit the disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis settings. Additionally, it does not discuss small or edge language models, but rather large language models for a different application."
S11334,JiuZhang3.0: Efficiently Improving Mathematical Reasoning by Training Small Data Synthesis Models,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on enhancing mathematical reasoning capabilities of small LLMs through efficient data synthesis, but it does not address any disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It is purely about improving LLMs for a general application domain (mathematical reasoning) and does not meet the Axis C requirement."
S10347,Distill-C: Enhanced NL2SQL via Distilled Customization with LLMs,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on enhancing NL2SQL solutions using distilled LLMs, which does not align with the disaster, conflict, or emergency response settings required by the review. It is also off-topic as it deals with general software development and does not involve small or edge LLMs in a relevant domain."
S11470,Beyond Templates: Dynamic Adaptation of Reasoning Demonstrations via Feasibility-Aware Exploration,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,True,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict setting. It discusses a method for improving the reasoning capabilities of small language models, but the context is general and not specific to any crisis or emergency scenario."
S11458,RuAG: Learned-rule-augmented Generation for Large Language Models,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on enhancing LLMs' reasoning capabilities through the use of logic rules, but it does not specify any application in a disaster, emergency response, mass casualty, or civilian conflict setting. The evaluation is on diverse tasks including natural language processing, time-series, decision-making, and industrial tasks, which do not align with the critical mandatory rule for this review."
S11385,MARC: Memory-Augmented RL Token Compression for Efficient Video Understanding,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on video understanding and token compression for VLMs, which does not align with the disaster, conflict, or emergency response settings required by the review. Additionally, it does not involve small or edge language models, and the context is about computational efficiency in resource-constrained settings like autonomous driving, which is not directly related to the review's domain."
S10726,PersonalityChat: Conversation Distillation for Personalized Dialog Modeling with Facts and Traits,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It discusses the use of large language models for personalization in dialog agents, which does not align with the review's inclusion criteria."
S12120,TokenButler: Token Importance is Predictable,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on optimizing the Key-Value Cache for Large Language Models, which does not directly address the use of small or edge language models in disaster or conflict settings. It is primarily concerned with improving the efficiency of LLMs, which is not aligned with the inclusion criteria for the review."
S10241,Domain Knowledge Distillation from Large Language Model: An Empirical Study in the Autonomous Driving Domain,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper is set in the autonomous driving domain, which does not align with the disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis settings required by the review. Additionally, the paper does not focus on small or edge language models, but rather on large language models for domain knowledge distillation."
S12135,Advancing Deep Learning through Probability Engineering: A Pragmatic Paradigm for Modern AI,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on probabilistic modeling and engineering in deep learning, which does not align with the specific context of disaster, emergency response, or conflict settings. It also does not discuss small or edge language models, nor does it provide a clear domain setting that meets the inclusion criteria."
S10144,LLMC: Benchmarking Large Language Model Quantization with a Versatile Compression Toolkit,AX_q5,AX_q5_15pct,no,no,no,E4 large-model-only (no smaller variant deployed/compared),True,False,False,correct_OUT,"The paper focuses on benchmarking quantization techniques for large language models, which does not align with the disaster, conflict, or emergency response setting required by the review. It also does not involve small or edge language models, and is not related to the application of LLMs in disaster or conflict settings."
S6752,The HalluRAG Dataset: Detecting Closed-Domain Hallucinations in RAG Applications Using an LLM's Internal States,AX_q3|AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on detecting hallucinations in LLMs, which is not directly related to a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not involve a small or edge language model for offline emergency guidance in disaster and conflict settings."
S2544,SLM Finetuning for Natural Language to Domain Specific Code Generation in Production,AX_q4|AX_q5|OA_q46,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on code generation for production systems, which does not align with the disaster, emergency response, or conflict settings required by the review. It also does not involve small or edge language models for offline guidance, thus failing the Axis A and C criteria."
S10295,FlattenQuant: Breaking Through the Inference Compute-bound for Large Language Models with Per-tensor Quantization,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on optimizing large language models for inference, which does not meet the requirement of being centrally set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not discuss the use of small or edge language models, which is a requirement for the review."
S11786,Thinker: Learning to Think Fast and Slow,AX_q5,AX_q5_15pct,no,no,no,E4 large-model-only (no smaller variant deployed/compared),False,False,False,correct_OUT,"The paper focuses on improving the reasoning capabilities of LLMs through a modified QA task, but it does not address any disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It is also not centered on small or edge LLMs, but rather on large models. Therefore, it fails both Axis A and Axis C."
S11316,Pangu Embedded: An Efficient Dual-system LLM Reasoner with Metacognition,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on a large language model and its architecture, but does not provide any context related to a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It is primarily about computational efficiency and model architecture without any application to a crisis scenario."
S12220,VitaLLM: A Versatile and Tiny Accelerator for Mixed-Precision LLM Inference on Edge Devices,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on the technical aspects of a mixed-precision accelerator for large language models, which does not address a disaster, emergency response, mass casualty, or civilian conflict setting. It is also not related to small or edge language models for offline emergency guidance."
S11400,Contrastive Knowledge Transfer and Robust Optimization for Secure Alignment of Large Language Models,AX_q5,AX_q5_15pct,no,no,no,E4 large-model-only (no smaller variant deployed/compared),True,False,False,correct_OUT,"The paper focuses on the robustness and safety of large language models through fine-tuning methods, which does not align with the requirement of being centrally set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not involve small or edge language models, thus failing both Axis A and Axis C."
S11235,Efficient and Interpretable Multi-Agent LLM Routing via Ant Colony Optimization,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on routing strategies for multi-agent systems and does not specify a disaster, emergency response, mass casualty, or civilian conflict setting. It also does not involve a small or edge language model, but rather a small language model for intent inference. Therefore, it fails both Axis A and Axis C."
S11198,"Train Long, Think Short: Curriculum Learning for Efficient Reasoning",AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on enhancing the reasoning abilities of large language models (LLMs) through curriculum learning, but it does not specify a disaster, emergency response, mass casualty, or civilian conflict setting. It is purely about improving the efficiency and accuracy of LLMs in general, without any application to a specific crisis or emergency scenario."
S11407,"QUPID: Quantified Understanding for Enhanced Performance, Insights, and Decisions in Korean Search Engines",AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on the performance of small language models in information retrieval, which is not set in a disaster, emergency response, mass casualty, or civilian conflict setting. It also does not involve any direct application to disaster or conflict guidance, thus failing Axis C."
S11126,ReaderLM-v2: Small Language Model for HTML to Markdown and JSON,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on a language model for HTML to Markdown and JSON conversion, which does not fit the disaster, conflict, or emergency response setting. It also does not involve a small or edge language model for offline use."
S12020,Is Your NPU Ready for LLMs? Dissecting the Hidden Efficiency Bottlenecks in Mobile LLM Inference,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on the technical aspects of deploying large language models on mobile devices, specifically addressing hardware inefficiencies and performance bottlenecks. It does not discuss any application in disaster, emergency response, mass casualty, or conflict settings, and thus fails the Axis C requirement."
S10866,KDRL: Post-Training Reasoning LLMs via Unified Knowledge Distillation and Reinforcement Learning,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on enhancing reasoning capabilities in large language models through a unified post-training framework combining reinforcement learning and knowledge distillation. It does not address any disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting, and thus fails the Axis C requirement."
S10998,KVSink: Understanding and Enhancing the Preservation of Attention Sinks in KV Cache Quantization for LLMs,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on optimizing large language models (LLMs) inference through cache quantization techniques, which is not centrally set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It does not address the application of LLMs in such contexts, and the content is primarily about software optimization and performance enhancement."
S12080,UCCL-Zip: Lossless Compression Supercharged GPU Communication,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on optimizing GPU communication for large language models, which does not meet the requirement of being set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not involve a small or edge language model, but rather focuses on optimizing communication for large models."
S11523,Towards Revealing the Effectiveness of Small-Scale Fine-tuning in R1-style Reinforcement Learning,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,True,False,correct_OUT,"The paper focuses on the mechanism and efficiency of small-scale fine-tuning in reinforcement learning, which is not directly related to disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis settings. It also does not involve small/edge language models or their comparison with large models, thus failing Axis A and C."
S11753,Reasoning Language Model Inference Serving Unveiled: An Empirical Study,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on the serving performance and behavior of reasoning large language models (RLLM) in general, without any specific application in disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis settings. It does not meet the Axis C requirement."
S11035,QERA: an Analytical Framework for Quantization Error Reconstruction,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on quantization techniques for large language models, which does not align with the disaster, conflict, or emergency response setting required by the review. It also does not discuss the use of small or edge language models for offline guidance."
S10533,VecInfer: Efficient LLM Inference with Low-Bit KV Cache via Outlier-Suppressed Vector Quantization,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on improving the efficiency of large language model inference through a novel vector quantization method, VecInfer. It does not address the use of small or edge language models in disaster, emergency response, mass casualty, or civilian conflict settings. Therefore, it fails the Axis C requirement."
S10094,Efficient Knowledge Distillation: Empowering Small Language Models with Teacher Model Insights,AX_q5,AX_q5_15pct,yes,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on enhancing small language models through knowledge distillation, but it does not specify a disaster, emergency response, mass casualty, or civilian conflict setting. The application of the model is general and not tied to any specific crisis scenario."
S10574,FinGPT-HPC: Efficient Pretraining and Finetuning Large Language Models for Financial Applications with High-Performance Computing,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on large language models for financial applications and does not address any disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not meet the inclusion criteria for Axis A as it does not discuss small or edge language models."
S11166,RequestRouter: Request-Boundary Routing for Efficient Single-GPU LLM Inference,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on reducing latency and energy cost for large language model inference, which does not align with the disaster, conflict, or emergency response setting. It also does not involve a small or edge language model, and the context is purely technical without any disaster or conflict application."
S11299,Adaptive Confidence Gating in Multi-Agent Collaboration for Efficient and Optimized Code Generation,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on code generation and software engineering, which do not align with the disaster, emergency response, mass casualty, or civilian conflict settings required by the review. It also does not involve small or edge language models in the context of disaster or conflict settings."
S10216,Extreme Compression of Large Language Models via Additive Quantization,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on the technical aspects of compressing large language models, which does not align with the disaster, conflict, or emergency response setting. It also does not involve the use of LLMs in such contexts, thus failing both Axis A and Axis C."
S12109,Patterns behind Chaos: Forecasting Data Movement for Efficient Large-Scale MoE LLM Inference,AX_q5,AX_q5_15pct,no,no,no,E4 large-model-only (no smaller variant deployed/compared),False,False,False,correct_OUT,"The paper focuses on the data movement patterns in large-scale Mixture of Experts (MoE) LLMs, which does not align with the requirement of being centrally set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not involve any small or edge language models, and the context is about optimizing large-scale models for inference, which is not relevant to the application domain of the review."
S10588,A Comprehensive Evaluation of Large Language Models on Aspect-Based Sentiment Analysis,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on the evaluation of Large Language Models (LLMs) in Aspect-Based Sentiment Analysis (ABSA), which does not align with the disaster, conflict, or emergency response setting required by the review. Additionally, the paper does not discuss small or edge language models, which is a key requirement for Axis A."
S11976,Generative Pseudo-Labeling for Pre-Ranking with LLMs,AX_q5,AX_q5_15pct,no,no,no,E4 large-model-only (no smaller variant deployed/compared),False,False,False,correct_OUT,"The paper focuses on an industrial recommendation system and does not address any disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not involve small or edge language models for offline emergency guidance."
S11080,CodeQuant: Unified Clustering and Quantization for Enhanced Outlier Smoothing in Low-Precision Mixture-of-Experts,AX_q5,AX_q5_15pct,no,no,no,E7 no disaster/emergency/crisis/conflict domain,True,False,False,correct_OUT,"The paper focuses on code transpilation and software optimization for low-precision large models, which does not fit the disaster, emergency response, or conflict setting required by the review. It also does not involve any language models or emergency guidance, thus failing the Axis A and C criteria."
S11266,InfiMed-Foundation: Pioneering Advanced Multimodal Medical Models with Compute-Efficient Pre-Training and Multi-Stage Fine-Tuning,AX_q5,AX_q5_15pct,no,no,no,E4 large-model-only (no smaller variant deployed/compared),False,False,False,correct_OUT,"The paper focuses on medical-specific MLLMs and does not address a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not meet the inclusion criteria for Axis A as it does not discuss small/edge/quantized/distilled/on-device LLMs or large vs small model comparisons."
S10490,Video-OPD: Efficient Post-Training of Multimodal Large Language Models for Temporal Video Grounding via On-Policy Distillation,AX_q5,AX_q5_15pct,no,no,no,E4 large-model-only (no smaller variant deployed/compared),True,False,False,correct_OUT,"The paper focuses on a reinforcement learning framework for Temporal Video Grounding, which does not fit the disaster, conflict, or emergency response setting. It also does not involve any language models, thus failing Axis A."
S10088,"UniComp: A Unified Evaluation of Large Language Model Compression via Pruning, Quantization, and Distillation",AX_q5,AX_q5_15pct,no,no,no,E4 large-model-only (no smaller variant deployed/compared),True,False,False,correct_OUT,"The paper focuses on model compression techniques for large language models, which does not meet the requirement of being centrally set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It also does not directly address the use of small or edge language models for offline emergency guidance."
