stage_id,source,search_id,title,year,q1_class,q2_arch,q3_domain,e1_nonenglish,e2_doctype,e3_fulltext,e4_largeonly,e5_no_lm,e6_wargame,e7_no_domain,provisional_class,decision_basis,evidence,screener,decision_ts,notes,dedup_status,human_should_be,human_rationale,reviewer,review_date
S1733,openalex,OA_q34,Self-Adaptive Multi-Agent LLM-Based Security Pattern Selection for IoT Systems,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'Existing approaches predominantly rely on static rule sets and learned policies, which provide limited guarantees of feasibility, conflict safety, and execution correctness in resource-constrained edge settings.'; q3: 'The adoption of Internet of Things (IoT) systems at the network edge of smart architectures is increasing rapidly, intensifying the need for security mechanisms that are both adaptive and resource-efficient.'",qwen2.5:7b_temp0_schema_v1,2026-09-09T19:59:23,,canonical,correct_OUT,"The paper focuses on security mechanisms for IoT systems, which does not align with the disaster, emergency response, or conflict settings (Axis C). Additionally, it does not discuss the use of language models in the context of small or edge settings (Axis A).",,
S6533,arxiv,AX_q3,A blob method for inhomogeneous diffusion with applications to multi-agent control and sampling,2022,no,no,no,0.0,0.0,,0.0,1.0,0.0,1.0,OUT,E5 no language model involved,"e5_no_lm: no language model is involved at all (pure RL, computer vision, sensors, routing, optimization).",qwen2.5:7b_temp0_schema_v1,2026-09-10T06:20:12,,canonical,correct_OUT,"The paper does not discuss any language models, small models, or edge devices. It focuses on deterministic particle methods for solving the weighted porous medium equation and their applications in multi-agent control and sampling. There is no mention of disaster or conflict settings, making it off-topic for the systematic review.",,
S4490,arxiv,AX_q3,Are We There Yet? Assessing Computer-Use Agents for Blind Users' Accessible Interaction with Desktop Applications,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'We evaluate GPT-5 during deployment and re-execute the same commands with four additional models.'; q3: 'Computer-use agents are emerging as a paradigm for agentic human-AI interaction, combining language reasoning with multi-modal interface grounding to operate GUIs.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T03:04:59,,canonical,correct_OUT,"The paper does not fit any of the defined axes. It does not discuss small or edge language models, nor does it focus on disaster or conflict settings. The study is about computer-use agents for blind users and their interaction with desktop applications, which is purely off-topic for the given systematic review.",,
S2055,openalex,OA_q34,VehicleMemBench: An Executable Benchmark for Multi-User Long-Term Memory in In-Vehicle Agents,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: '...'; q3: '...';,qwen2.5:7b_temp0_schema_v1,2026-09-09T20:27:52,,canonical,correct_OUT,"The paper does not discuss any language models, small or otherwise, and is focused on an executable benchmark for in-vehicle agents. It does not fit any of the axes A, B, or C.",,
S3551,arxiv,AX_q3|AX_q5,DeepSieve: Information Sieving via LLM-as-a-Knowledge-Router,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q2: 'In this work, we introduce DeepSieve, an agentic RAG framework that incorporates information sieving via LLM-as-a-knowledge-router.' q3: 'Experiments on multi-hop QA tasks across heterogeneous sources demonstrate improved reasoning depth, retrieval precision, and interpretability over conventional RAG approaches.'",qwen2.5:7b_temp0_schema_v1,2026-09-09T22:40:59,,canonical,correct_OUT,"auto_correction: hallucinated by auditor, missing disaster domain",,
S8770,arxiv,AX_q3,Natural intelligence and anthropic reasoning,2020,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'To justify these arguments, the neural intelligence represented by the form of reasoning known as anthropic reasoning will be compared and contrasted with types of intelligence explicated by four disciplines of biology, relational biology, evolutionary epistemology, biosemiotics and the systems view of life, not biased towards neural intelligence.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T12:53:09,,canonical,correct_OUT,"The paper does not discuss any language models, small or otherwise, and is purely theoretical and philosophical in nature, focusing on the concept of natural intelligence and anthropic reasoning. It does not fit any of the axes A, B, or C.",,
S5319,arxiv,AX_q3,GraphRAG-Router: Learning Cost-Efficient Routing over GraphRAGs and LLMs with Reinforcement Learning,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q2: 'GraphRAG-Router, a cost-efficient framework that adopts a hierarchical routing strategy to coordinate heterogeneous GraphRAGs and generator LLMs.' q3: 'GraphRAG-Router consistently outperforms state-of-the-art baselines, reducing the overuse of large LLMs by nearly 30% while maintaining strong generalization capability.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T04:14:21,,canonical,correct_OUT,"The paper does not focus on the disaster, emergency response, or conflict settings (Axis C). It discusses a cost-efficient framework for knowledge-intensive question answering using GraphRAG and LLMs, which is primarily a general-domain application and does not meet the domain requirement.",,
S10492,arxiv,AX_q5,JudgeBoard: Benchmarking and Enhancing Small Language Models for Reasoning Evaluation,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'While small language models (SLMs) have shown promise on various reasoning tasks, their ability to judge the correctness of answers remains unclear compared to large language models (LLMs).'; q3: 'Our findings highlight that multi-agent SLM systems can potentially match or exceed LLM performance in judgment tasks, with implications for scalable and efficient assessment.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T15:26:22,,canonical,correct_OUT,"The paper does not focus on the disaster, emergency response, or conflict settings (Axis C). It is primarily about benchmarking and enhancing small language models for reasoning tasks, which is not aligned with the domain of the systematic review.",,
S7920,arxiv,AX_q3,Butterflies: A new source of inspiration for futuristic aerial robotics,2022,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'Butterflies: A new source of inspiration for futuristic aerial robotics'; q3: 'In the same line of thought, this extended abstract presents the recently proposed butterfly inspired metaphor and corresponding simulations, ongoing experiments with outcomes.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T08:43:04,,canonical,correct_OUT,"The paper is purely off-topic, focusing on inspiration from nature for aerial robotics and does not discuss any language models or their application in disaster or emergency settings.",,
S7963,arxiv,AX_q3,Learning to Annotate Delayed and False AEB Events: A Practical System for Extreme Class Imbalance and Asymmetric Label Noise,2026,no,no,no,0.0,0.0,,0.0,1.0,0.0,1.0,OUT,E5 no language model involved,"e5_no_lm: no language model is involved at all (pure RL, computer vision, sensors, routing, optimization).",qwen2.5:7b_temp0_schema_v1,2026-09-10T08:46:59,,canonical,correct_OUT,"The paper focuses on the development of an automated annotation framework for Autonomous Emergency Braking (AEB) events, which is purely off-topic for the given systematic review focusing on small and edge language models for offline emergency guidance in disaster and conflict settings.",,
S3209,arxiv,AX_q3,Bearing-based Target Localisation in Search and Rescue Scenarios,2024,no,no,no,0.0,0.0,,0.0,1.0,0.0,1.0,OUT,E5 no language model involved,"e5_no_lm: no language model is involved at all (pure RL, computer vision, sensors, routing, optimization).",qwen2.5:7b_temp0_schema_v1,2026-09-09T22:09:17,,canonical,correct_OUT,"The paper does not involve any language models, and the focus is on sensor-based localization techniques for search and rescue scenarios, which does not align with the specified axes of the systematic review.",,
S10006,arxiv,AX_q3,Challenges in Deploying Long-Context Transformers: A Theoretical Peak Performance Analysis,2024,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'Deploying long context transformers (e.g., 100K to 10M tokens) is prohibitively expensive compared to short context (e.g., 4K tokens) model variants.'; q3: 'This work describes a concurrent programming framework for quantitatively analyzing the efficiency challenges in serving multiple long-context requests under limited size of GPU high-bandwidth memory (HBM) regime.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T14:42:18,,canonical,correct_OUT,"The paper focuses on the theoretical analysis of deploying long-context transformers, which does not align with the specific domain of disaster or emergency response (Axis C) and does not discuss the use of language models (Axis A) in such contexts. It is purely off-topic and thus correctly excluded.",,
S2475,openalex,OA_q46,The Effects of Low-Bit Quantization on Confidence Calibration in Small Language Models,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'This study looks at how confidence patterns shift when cutting data precision to 4 bits using NF4, applied post-training on Phi-3.5-Mini-Instruct, a small-scale language model packing 3.8 billion parameters.'",qwen2.5:7b_temp0_schema_v1,2026-09-09T21:04:44,,canonical,correct_OUT,"The paper focuses on the technical aspect of quantization in small language models and does not address the use of such models in disaster, emergency response, or conflict settings. It lacks relevance to the domain specified in Axis C.",,
S10563,arxiv,AX_q5,High-Rate Quantized Matrix Multiplication I,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: This paper investigates the problem of quantized matrix multiplication (MatMul), which has become crucial for the efficient deployment of large language models (LLMs).",qwen2.5:7b_temp0_schema_v1,2026-09-10T15:32:49,,canonical,correct_OUT,"The paper focuses on quantized matrix multiplication, which is not directly related to the use of small or edge language models in disaster or emergency response settings. It is purely off-topic and does not meet any of the required axes.",,
S3574,arxiv,AX_q3,Emergence of simple characteristics for heterogeneous complex social agents,2020,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'Models of interacting social agents often represent agents as very simple entities having a small number of degrees of freedom, as exemplified by binary opinion models for instance.'; q3: 'We find two different simplification regimes, one dominated by interactions, where agents become simple and identical as in the homogeneous model, and one where agents remain strongly heterogeneous although effectively having simple characteristics.'",qwen2.5:7b_temp0_schema_v1,2026-09-09T22:43:03,,canonical,correct_OUT,"The paper does not discuss any language models, emergency guidance, or disaster settings. It is purely theoretical and focuses on the emergence of simple characteristics in models of social agents.",,
S5235,arxiv,AX_q3,Emergent Strategies for Shepherding a Flock,2022,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: 'We investigate how a shepherd should move to effectively herd a flock towards a target.'; q3: 'We investigate how a shepherd should move to effectively herd a flock towards a target.',qwen2.5:7b_temp0_schema_v1,2026-09-10T04:07:15,,canonical,correct_OUT,"The paper is purely off-topic as it does not involve any language models, small or otherwise, and is focused on the strategies for herding sheep, which is not related to the domain of disaster, emergency response, or conflict settings.",,
S8169,arxiv,AX_q3,10 Open Challenges Steering the Future of Vision-Language-Action Models,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: '...'; q3: '...';,qwen2.5:7b_temp0_schema_v1,2026-09-10T09:05:35,,canonical,correct_OUT,"The paper does not focus on small or edge language models, nor does it discuss models in the context of disaster, emergency response, or conflict settings. It is primarily about the development and trends in vision-language-action models, which is not aligned with the specified axes.",,
S5800,arxiv,AX_q3,Learning to Code with Context: A Study-Based Approach,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q2: 'The system employs Retrieval-Augmented Generation (RAG) to ground responses in relevant documentation and source code, enabling qualitative analysis of model behavior, parameter sensitivity, and common failure modes.' q3: 'The findings deepen our understanding of context-aware AI support in educational software projects and inform future integration of AI-based assistance into software engineering curricula.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T04:54:46,,canonical,correct_OUT,"The paper focuses on software engineering education and the integration of generative AI tools in project-based courses. It does not address the use of language models in disaster or emergency response settings, which is the domain of interest for the systematic review. Additionally, the paper does not specifically discuss small or edge language models, which are the focus of the review's Axis A.",,
S3995,arxiv,AX_q3,DeepAnalyze: Agentic Large Language Models for Autonomous Data Science,2025,no,no,no,0.0,0.0,,1.0,0.0,0.0,1.0,OUT,E4 large-model-only (no smaller variant deployed/compared),"q4: 'Experiments demonstrate that, with only 8B parameters, DeepAnalyze outperforms previous workflow-based agents built on most advanced proprietary LLMs.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T02:23:11,,canonical,correct_OUT,"The paper does not fit any of the specified axes. It does not discuss small or edge models, nor does it focus on disaster or conflict settings. The work is about autonomous data science using large language models, which is off-topic for the given systematic review.",,
S11806,arxiv,AX_q5,MetricAnything: Scaling Metric Depth Pretraining with Noisy Heterogeneous Sources,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'Scaling has powered recent advances in vision foundation models, yet extending this paradigm to metric depth estimation remains challenging.'; q3: 'These results show that metric depth estimation can benefit from the same scaling laws that drive modern foundation models, establishing a new path toward scalable and efficient real-world metric perception.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T19:17:15,,canonical,correct_OUT,"The paper focuses on metric depth pretraining and does not involve any language models, small models, or edge devices. It is purely off-topic for the systematic review.",,
S8158,arxiv,AX_q3,Be Water: An Evolutionary Proof for Trend-Following,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'Our findings offer profound implications, echoing the ancient wisdom of ",qwen2.5:7b_temp0_schema_v1,2026-09-10T09:04:31,,canonical,correct_OUT,"The paper does not fit any of the defined axes. It does not discuss any language models, small or edge models, or any models that are quantized, distilled, or on-device. The paper is purely about trading strategies and agent-based models in financial markets, which is purely off-topic for the systematic review.",,
S7061,arxiv,AX_q3,A multitask framework for automated interpretation of multi-frame right upper quadrant ultrasound in clinical decision support,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: 'Built on the Qwen2.5-VL-7B architecture'; q3: 'Ultrasound is a cornerstone of emergency and hepatobiliary imaging',qwen2.5:7b_temp0_schema_v1,2026-09-10T07:08:46,,canonical,correct_OUT,"The paper focuses on a vision-language model for ultrasound interpretation in clinical settings, which does not align with the disaster or conflict domain (Axis C) and is not related to small or edge language models (Axis A).",,
S7293,arxiv,AX_q3,Fixation of leadership in non-Markovian growth processes,2024,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'The novelty of this model lies in allowing non-exponentially distributed waiting times between jumps in value.'; q3: 'There is no mention of disaster, emergency response, crisis, or conflict settings.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T07:30:08,,canonical,correct_OUT,"The paper focuses on a mathematical model of leadership in non-Markovian growth processes, which is not related to language models, emergency guidance, or disaster/conflict settings. It does not meet any of the criteria (Axis A, B, or C) for inclusion in the systematic review.",,
S7559,arxiv,AX_q3,Cooperation Under Network-Constrained Communication,2025,no,no,no,0.0,0.0,,0.0,0.0,1.0,1.0,OUT,"E6 wargame/military-tactical central, no humanitarian component","e6_wargame: 'In this paper, we study cooperation in distributed games under network-constrained communication.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T08:10:09,,canonical,correct_OUT,"The paper focuses on cooperation in distributed games under network-constrained communication and does not involve any language models, small models, or emergency guidance in disaster or conflict settings. It is purely theoretical and off-topic for the systematic review.",,
S8460,arxiv,AX_q3,Vision-Aided ISAC in Low-Altitude Economy Networks via De-Diffused Visual Priors,2025,no,no,no,0.0,0.0,,0.0,1.0,0.0,1.0,OUT,E5 no language model involved,"e5_no_lm: no language model is involved at all (pure RL, computer vision, sensors, routing, optimization).",qwen2.5:7b_temp0_schema_v1,2026-09-10T09:31:53,,canonical,correct_OUT,"The paper does not address any of the axes A, B, or C. It focuses on a vision-aided ISAC framework for UAV-assisted access systems, which is not related to small or edge language models, disaster or conflict settings, or any specific architectural approach relevant to the review.",,
S0103,ieee,IEEE_core|IEEE_supp,Silverbullet or Mystery Box – LLM-based Soft Skill Classification in Volunteering,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: '...'; q3: '...';,qwen2.5:7b_temp0_schema_v1,2026-09-09T17:32:58,,canonical,correct_OUT,"The paper focuses on skill classification for volunteering opportunities, which is not related to the disaster, emergency response, or conflict settings (Axis C). Additionally, it does not discuss the use of language models (LLM) in the context of the defined axes (Axis A and B).",,
S8251,arxiv,AX_q3,Exploring the Potential of World Models for Anomaly Detection in Autonomous Driving,2023,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: '...'; q3: '...';,qwen2.5:7b_temp0_schema_v1,2026-09-10T09:13:01,,canonical,correct_OUT,"The paper does not align with any of the defined axes. It does not discuss small or edge language models (Axis A), does not focus on any specific architecture related to disaster or conflict settings (Axis B), and is purely off-topic for the context of the systematic review (Axis C).",,
S7613,arxiv,AX_q3,Evaluating Rational Contracting in Natural Language,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'However, most evaluations of these abilities have focused on one-off exchanges or simple economic games, leaving open the rich space of time-extended, contingent, and incomplete contracts made expressible by language'; q3: 'These findings highlight room for improvement in the design of language agents that can negotiate, interpret, and execute contracts both rationally and cooperatively.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T08:14:56,,canonical,correct_OUT,"The paper focuses on economic agents and contracting in natural language, which is not related to the domain of disaster, emergency response, mass casualty, or civilian conflict/war humanitarian settings (Axis C). It also does not discuss the use of language models (Axis A) in the context of emergency guidance or offline emergency scenarios. Therefore, it is correctly excluded.",,
S12116,arxiv,AX_q5,Automatic mixed precision for optimizing gained time with constrained loss mean-squared-error based on model partition to sequential sub-graphs,2025,no,no,no,0.0,0.0,,1.0,0.0,0.0,1.0,OUT,E4 large-model-only (no smaller variant deployed/compared),q4: 'Rigorous experiments on the Intel Gaudi 2 accelerator validate the approach on several Large Language Models (LLMs).',qwen2.5:7b_temp0_schema_v1,2026-09-10T19:48:19,,canonical,correct_OUT,"The paper focuses on optimizing quantization and mixed precision for neural networks, which does not align with the domain of disaster, emergency response, or conflict settings (Axis C). It also does not discuss the use of language models (Axis A) or any specific architecture (Axis B) relevant to the review's focus.",,
S2239,openalex,OA_q34,Large Language Model Driven Distributed Robust Multi-Criteria Optimization Decision Method with Interval Binary Linguistic Considering Uncertain Cognitive Preferences — A Case of Heterogeneous Stakeholder Collaborative System for Trans-Regional Carbon Governance,2026,no,no,no,0.0,0.0,,1.0,0.0,0.0,1.0,OUT,E4 large-model-only (no smaller variant deployed/compared),"e4_largeonly: 'First, interval binary linguistic variables describe stakeholders’ dual uncertain cognition in carbon governance. We design fusion operators to reduce information loss during evaluation aggregation.'",qwen2.5:7b_temp0_schema_v1,2026-09-09T20:42:46,,canonical,correct_OUT,"The paper does not focus on small or edge language models, and it does not address the domain of disaster, emergency response, mass casualty, or civilian conflict/war humanitarian settings. It is primarily about a decision-making method for carbon governance, which is outside the scope of the systematic review.",,
S9970,arxiv,AX_q3,Gemini Robotics: Bringing AI into the Physical World,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'Gemini Robotics: Bringing AI into the Physical World'; q3: 'We show that with additional fine-tuning, Gemini Robotics can be specialized to new capabilities including solving long-horizon, highly dexterous tasks, learning new short-horizon tasks from as few as 100 demonstrations and adapting to completely novel robot embodiments.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T14:39:02,,canonical,correct_OUT,"The paper focuses on large multimodal models for robotics and does not address small or edge language models (Axis A). It also does not pertain to disaster, emergency response, mass casualty, or civilian conflict/war humanitarian settings (Axis C).",,
S1048,openalex,OA_q30,Mitigating Hallucinations in Large Language Models via Retrieval Augmented Generation: A Systematic Review of n8n-Based Implementations,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q2: 'focusing on their characteristics, causal factors, and mitigation strategies through Retrieval-Augmented Generation (RAG) and low-code orchestration platforms such as n8n.'; q3: 'This study systematically examines hallucination phenomena in Large Language Models (LLMs), focusing on their characteristics, causal factors, and mitigation strategies through Retrieval-Augmented Generation (RAG) and low-code orchestration platforms such as n8n.'",qwen2.5:7b_temp0_schema_v1,2026-09-09T18:59:53,,canonical,correct_OUT,"The paper focuses on hallucination phenomena in Large Language Models (LLMs) and their mitigation strategies, particularly through Retrieval-Augmented Generation (RAG) and low-code orchestration platforms. It does not address Small, edge, quantized, distilled, or on-device LLMs, nor does it discuss applications in disaster, emergency response, mass casualty, or civilian conflict/war humanitarian settings. Therefore, it is correctly excluded from the systematic review titled 'Small and Edge Language Models for Offline Emergency Guidance in Disaster and Conflict Settings'.",,
S8164,arxiv,AX_q3,Guava: An Effective and Universal Harness for Embodied Manipulation,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'However, it remains unclear what makes an effective harness for embodied manipulation, and to what extent such a harness can unlock embodied capabilities in a wide range of reasoning models.' q3: 'Results suggest that a well-designed harness can serve as a scalable, model-agnostic interface for embodied manipulation, enabling strong emergent embodied capabilities in compact open-source models with minimal training data.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T09:05:07,,canonical,correct_OUT,"auto_correction: hallucinated by auditor, missing disaster domain",,
S2743,openalex,OA_q48,The Legal Response to COVID-19: Legal Pathways to a More Effective and Equitable Response,2020,no,no,no,0.0,0.0,,0.0,1.0,0.0,1.0,OUT,E5 no language model involved,e5_no_lm: 'The story of American pandemic response is sweeping and complicated.',qwen2.5:7b_temp0_schema_v1,2026-09-09T21:26:00,abstract truncated to 2500 chars,canonical,correct_OUT,"auto_correction: hallucinated by auditor, missing disaster domain",,
S9847,arxiv,AX_q3,Repeated Acoustic Vaporization of Perfluorohexane Nanodroplets for Contrast-Enhanced Ultrasound Imaging,2021,no,no,no,0.0,0.0,,0.0,1.0,0.0,1.0,OUT,E5 no language model involved,"e5_no_lm: no language model is involved at all (pure RL, computer vision, sensors, routing, optimization).",qwen2.5:7b_temp0_schema_v1,2026-09-10T14:28:00,,canonical,correct_OUT,"The paper is clearly off-topic as it discusses the use of perfluorocarbon nanodroplets for ultrasound imaging, which is not related to language models, emergency guidance, or the specified domains of disaster, emergency response, or conflict settings.",,
S6374,arxiv,AX_q3,How Do Document Parsers Break? Auditing Structural Vulnerability in Document Intelligence,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,q1: '...'; q2: '...'; q3: '...';,qwen2.5:7b_temp0_schema_v1,2026-09-10T05:43:11,,canonical,correct_OUT,"The paper focuses on the robustness evaluation of Document Layout Analysis (DLA) pipelines, which is not related to the use of language models for emergency guidance in disaster or conflict settings. It does not meet any of the criteria (Axis A, B, or C) specified for the systematic review.",,
S11003,arxiv,AX_q5,When Teacher Guidance Misleads: Reward-Aligned On-Policy Distillation,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'However, teacher guidance on student-generated prefixes is not always reliable.'; q3: 'We evaluate RA-OPD on math and code benchmarks using models from the Qwen3 family and the DeepSeek-R1 family.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T16:13:11,,canonical,correct_OUT,The paper focuses on a methodological improvement for training language models and does not address the use of small or edge models in disaster or emergency settings. It is purely off-topic for the given systematic review.,,
S10053,arxiv,AX_q4,LLM4C2Rust: Large Language Models for Automated Memory-Safe Code Transpilation,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'However, manual transpilation is often time-consuming and error-prone.'; q2: 'Our experiments using three OpenAI models (GPT-4o, GPT-4-Turbo, and o3-Mini) demonstrate that the RAG-enhanced pipeline generally improves both code correctness and security for C-to-Rust code transpilation.'; q3: 'Memory safety has long been a critical challenge in software engineering, particularly for legacy systems written in memory-unsafe languages such as C and C++.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T14:46:42,,canonical,correct_OUT,"auto_correction: hallucinated by auditor, missing disaster domain",,
S11247,arxiv,AX_q5,Input-Time Scaling: Adding Noise and Irrelevance into Less-Is-More Drastically Improves Reasoning Performance and Efficiency,2025,no,no,no,0.0,0.0,,1.0,0.0,0.0,1.0,OUT,E4 large-model-only (no smaller variant deployed/compared),"q4: 'Building on these insights, we propose Input-Time Scaling: applying small, low-quality data to capable models with training-testing co-design.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T16:35:54,,canonical,correct_OUT,"The paper focuses on improving reasoning performance and efficiency of large language models through the use of noisy and irrelevant contexts, but does not address small or edge language models, nor does it discuss their application in disaster or emergency response settings. It is purely about model optimization and does not fit the criteria for inclusion.",,
S3116,arxiv,AX_q3,PCA-RAG: Principal Component Analysis for Efficient Retrieval-Augmented Generation,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q2: 'RAG has emerged as a powerful paradigm for grounding large language models in external knowledge sources, improving the precision of agents responses.' q3: 'These findings demonstrate that PCA-based compression offers a viable balance between retrieval fidelity and resource efficiency, essential for real-time systems such as Zanista AI's Newswitch platform.'",qwen2.5:7b_temp0_schema_v1,2026-09-09T22:00:27,,canonical,correct_OUT,"The paper focuses on PCA for reducing the dimensionality of embeddings in RAG for financial text corpora, which does not align with the disaster, emergency response, or conflict settings (Axis C) and does not involve small or edge language models (Axis A).",,
S10134,arxiv,AX_q5,Distilled Large Language Model in Confidential Computing Environment for System-on-Chip Design,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'distilled models, i.e., DeepSeek, surpass other models in performance due to their smaller parameters, making them suitable for resource-constrained devices.'; q3: 'These validations demonstrate the potential of efficiently deploying lightweight LLMs on resource-constrained systems for semiconductor CAD applications.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T14:53:55,,canonical,correct_OUT,"The paper focuses on the deployment of large language models in circuit design tasks, specifically in a confidential computing environment. It does not address small or edge language models, nor does it discuss any application in disaster or emergency response settings. The domain is semiconductor CAD, which is not aligned with the disaster or conflict settings specified in Axis C.",,
S6493,arxiv,AX_q3,Adaptive Backtracking for Privacy Protection in Large Language Models,2025,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'The preservation of privacy has emerged as a critical topic in the era of artificial intelligence.'; q3: 'We construct PriGenQA, a new benchmark for enterprise privacy scenarios in healthcare and finance.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T05:52:58,,canonical,correct_OUT,"The paper focuses on privacy protection in large language models, which does not align with the specified domain (Axis C) of disaster, emergency response, mass casualty, or civilian conflict/war humanitarian settings. Additionally, it does not discuss the use of small or edge language models (Axis A).",,
S7934,arxiv,AX_q3,Discovering Adaptive Transmission Programs for Collective Innovation,2026,no,no,no,0.0,0.0,,0.0,0.0,0.0,1.0,OUT,E7 no disaster/emergency/crisis/conflict domain,"q1: 'While these processes emerge from individual cognition, they can also be directed by deliberate top-down protocols.'; q3: 'These results demonstrate that effective and generalizable transmission protocols can be discovered in silico, suggesting a path toward AI-assisted design of coordination infrastructure that enhances human collective intelligence.'",qwen2.5:7b_temp0_schema_v1,2026-09-10T08:44:24,,canonical,correct_OUT,"The paper does not focus on small or edge language models, nor does it discuss models in disaster, emergency response, or conflict settings. It is primarily about collective intelligence and transmission protocols in a general context, making it off-topic for the systematic review.",,
